StockSymbol,Price,RecordedDateTime
MSFT,59.71,17-11-2023 14:45
TCS,70.14,17-11-2023 14:45
AAPL,67.11,17-11-2023 14:45
GOOGL,199.26,17-11-2023 14:45
MSFT,60.92,17-11-2023 14:45
TCS,69.74,17-11-2023 14:45
AAPL,66.17,17-11-2023 14:45
GOOGL,202.46,17-11-2023 14:45
MSFT,62.33,17-11-2023 14:45
TCS,70.74,17-11-2023 14:45
AAPL,66.5,17-11-2023 14:45
GOOGL,203.33,17-11-2023 14:45
MSFT,61.61,17-11-2023 14:45
TCS,69.79,17-11-2023 14:45
AAPL,67.08,17-11-2023 14:45
GOOGL,200.27,17-11-2023 14:45
MSFT,63.4,17-11-2023 14:45
TCS,70.44,17-11-2023 14:45
AAPL,68.05,17-11-2023 14:45
GOOGL,201.5,17-11-2023 14:45
MSFT,64.84,17-11-2023 14:45
TCS,69.38,17-11-2023 14:45
AAPL,69.05,17-11-2023 14:45
GOOGL,202.6,17-11-2023 14:45
MSFT,64.31,17-11-2023 14:45
TCS,68.02,17-11-2023 14:45
AAPL,68.09,17-11-2023 14:45
GOOGL,205.58,17-11-2023 14:45
MSFT,64.99,17-11-2023 14:45
TCS,69.45,17-11-2023 14:45
AAPL,68.26,17-11-2023 14:45
GOOGL,204.66,17-11-2023 14:45
MSFT,66.39,17-11-2023 14:45
TCS,69.24,17-11-2023 14:45
AAPL,67.74,17-11-2023 14:45
GOOGL,203.87,17-11-2023 14:45
MSFT,64.59,17-11-2023 14:45
TCS,67.38,17-11-2023 14:45
AAPL,66.48,17-11-2023 14:45
GOOGL,202.99,17-11-2023 14:45
MSFT,65.26,17-11-2023 14:45
TCS,67.08,17-11-2023 14:45
AAPL,65.68,17-11-2023 14:45
GOOGL,202.45,17-11-2023 14:45
MSFT,65.87,17-11-2023 14:45
TCS,68.54,17-11-2023 14:45
AAPL,66.69,17-11-2023 14:45
GOOGL,200.74,17-11-2023 14:45
MSFT,66.66,17-11-2023 14:45
TCS,67.97,17-11-2023 14:45
AAPL,67.99,17-11-2023 14:45
GOOGL,202.67,17-11-2023 14:45
MSFT,67.77,17-11-2023 14:45
TCS,67.05,17-11-2023 14:45
AAPL,69.34,17-11-2023 14:45
GOOGL,201.08,17-11-2023 14:45
MSFT,69.63,17-11-2023 14:45
TCS,65.85,17-11-2023 14:45
AAPL,70.4,17-11-2023 14:45
GOOGL,202.05,17-11-2023 14:45
MSFT,68.79,17-11-2023 14:45
TCS,67.29,17-11-2023 14:45
AAPL,71.12,17-11-2023 14:45
GOOGL,199.89,17-11-2023 14:45
MSFT,67.18,17-11-2023 14:45
TCS,65.92,17-11-2023 14:45
AAPL,70.74,17-11-2023 14:45
GOOGL,202.42,17-11-2023 14:45
MSFT,65.67,17-11-2023 14:45
TCS,65.39,17-11-2023 14:45
AAPL,69.56,17-11-2023 14:45
GOOGL,205.32,17-11-2023 14:45
MSFT,65.34,17-11-2023 14:45
TCS,64.67,17-11-2023 14:45
AAPL,68.75,17-11-2023 14:45
GOOGL,207.8,17-11-2023 14:45
MSFT,65,17-11-2023 14:45
TCS,62.99,17-11-2023 14:45
AAPL,68.65,17-11-2023 14:45
GOOGL,203.8,17-11-2023 14:45
MSFT,66.31,17-11-2023 14:45
TCS,62.44,17-11-2023 14:45
AAPL,68.86,17-11-2023 14:45
GOOGL,206.87,17-11-2023 14:45
MSFT,64.49,17-11-2023 14:45
TCS,61.19,17-11-2023 14:45
AAPL,68.44,17-11-2023 14:45
GOOGL,203.07,17-11-2023 14:45
MSFT,65.29,17-11-2023 14:45
TCS,62.16,17-11-2023 14:45
AAPL,68.1,17-11-2023 14:45
GOOGL,203.93,17-11-2023 14:45
MSFT,67.25,17-11-2023 14:45
TCS,61.25,17-11-2023 14:45
AAPL,68.81,17-11-2023 14:45
GOOGL,200.57,17-11-2023 14:45
MSFT,65.45,17-11-2023 14:45
TCS,62.82,17-11-2023 14:45
AAPL,68.53,17-11-2023 14:45
GOOGL,198.8,17-11-2023 14:45
MSFT,64.59,17-11-2023 14:45
TCS,61,17-11-2023 14:45
AAPL,68.15,17-11-2023 14:45
GOOGL,202.37,17-11-2023 14:45
MSFT,63.59,17-11-2023 14:45
TCS,59.71,17-11-2023 14:45
AAPL,68.59,17-11-2023 14:45
GOOGL,204.23,17-11-2023 14:45
MSFT,62.97,17-11-2023 14:45
TCS,60.64,17-11-2023 14:45
AAPL,67.36,17-11-2023 14:45
GOOGL,204.52,17-11-2023 14:45
MSFT,64.17,17-11-2023 14:45
TCS,62.21,17-11-2023 14:45
AAPL,68.57,17-11-2023 14:45
GOOGL,206.19,17-11-2023 14:45
MSFT,63.62,17-11-2023 14:45
TCS,62.51,17-11-2023 14:45
AAPL,68.74,17-11-2023 14:45
GOOGL,203.51,17-11-2023 14:45
MSFT,62.94,17-11-2023 14:45
TCS,63.48,17-11-2023 14:45
AAPL,68.28,17-11-2023 14:45
GOOGL,206.78,17-11-2023 14:45
MSFT,61.75,17-11-2023 14:45
TCS,62.34,17-11-2023 14:45
AAPL,69.58,17-11-2023 14:45
GOOGL,207.51,17-11-2023 14:45
MSFT,61.42,17-11-2023 14:45
TCS,61.26,17-11-2023 14:45
AAPL,69.09,17-11-2023 14:45
GOOGL,208.52,17-11-2023 14:45
MSFT,62.79,17-11-2023 14:45
TCS,59.75,17-11-2023 14:45
AAPL,68.93,17-11-2023 14:45
GOOGL,211.8,17-11-2023 14:45
MSFT,63.2,17-11-2023 14:45
TCS,59.16,17-11-2023 14:45
AAPL,70.16,17-11-2023 14:45
GOOGL,214.82,17-11-2023 14:45
MSFT,61.95,17-11-2023 14:45
TCS,57.87,17-11-2023 14:45
AAPL,70.06,17-11-2023 14:45
GOOGL,213.6,17-11-2023 14:45
MSFT,62.89,17-11-2023 14:45
TCS,56.26,17-11-2023 14:45
AAPL,68.96,17-11-2023 14:45
GOOGL,213.11,17-11-2023 14:45
MSFT,61.24,17-11-2023 14:45
TCS,56.46,17-11-2023 14:45
AAPL,69.98,17-11-2023 14:45
GOOGL,210.46,17-11-2023 14:45
MSFT,62.47,17-11-2023 14:45
TCS,55.12,17-11-2023 14:45
AAPL,70.64,17-11-2023 14:45
GOOGL,210.01,17-11-2023 14:45
MSFT,61.24,17-11-2023 14:45
TCS,53.48,17-11-2023 14:45
AAPL,71.69,17-11-2023 14:45
GOOGL,208.93,17-11-2023 14:45
MSFT,63.03,17-11-2023 14:45
TCS,52.99,17-11-2023 14:45
AAPL,70.39,17-11-2023 14:45
GOOGL,206.44,17-11-2023 14:45
MSFT,62.69,17-11-2023 14:45
TCS,52.66,17-11-2023 14:45
AAPL,71.19,17-11-2023 14:45
GOOGL,206.81,17-11-2023 14:45
MSFT,61.06,17-11-2023 14:45
TCS,51.14,17-11-2023 14:45
AAPL,72.39,17-11-2023 14:45
GOOGL,206.37,17-11-2023 14:45
MSFT,62.88,17-11-2023 14:45
TCS,50.86,17-11-2023 14:45
AAPL,71.61,17-11-2023 14:45
GOOGL,203.81,17-11-2023 14:45
MSFT,64.36,17-11-2023 14:45
TCS,52.1,17-11-2023 14:45
AAPL,72.67,17-11-2023 14:45
GOOGL,206.58,17-11-2023 14:45
MSFT,65.49,17-11-2023 14:45
TCS,51.65,17-11-2023 14:45
AAPL,73.03,17-11-2023 14:45
GOOGL,210.35,17-11-2023 14:45
MSFT,65.77,17-11-2023 14:45
TCS,51.21,17-11-2023 14:45
AAPL,71.79,17-11-2023 14:45
GOOGL,207.87,17-11-2023 14:45
MSFT,65.45,17-11-2023 14:45
TCS,52.24,17-11-2023 14:45
AAPL,72.38,17-11-2023 14:45
GOOGL,211.13,17-11-2023 14:45
MSFT,67.36,17-11-2023 14:45
TCS,51.56,17-11-2023 14:45
AAPL,71.02,17-11-2023 14:45
GOOGL,207.84,17-11-2023 14:45
MSFT,66.29,17-11-2023 14:45
TCS,51.14,17-11-2023 14:45
AAPL,70.24,17-11-2023 14:45
GOOGL,208.82,17-11-2023 14:45
MSFT,65.01,17-11-2023 14:45
TCS,50.96,17-11-2023 14:45
AAPL,69.08,17-11-2023 14:45
GOOGL,210.51,17-11-2023 14:45
MSFT,66.93,17-11-2023 14:45
TCS,51.28,17-11-2023 14:45
AAPL,67.92,17-11-2023 14:45
GOOGL,209.18,17-11-2023 14:45
MSFT,68.33,17-11-2023 14:45
TCS,50.3,17-11-2023 14:45
AAPL,68.49,17-11-2023 14:45
GOOGL,212.44,17-11-2023 14:45
MSFT,70.02,17-11-2023 14:45
TCS,50.11,17-11-2023 14:45
AAPL,68.58,17-11-2023 14:45
GOOGL,216.57,17-11-2023 14:45
MSFT,70.39,17-11-2023 14:45
TCS,50.11,17-11-2023 14:45
AAPL,67.69,17-11-2023 14:45
GOOGL,216.86,17-11-2023 14:45
MSFT,72.3,17-11-2023 14:45
TCS,50.11,17-11-2023 14:45
AAPL,68.08,17-11-2023 14:45
GOOGL,220.56,17-11-2023 14:45
MSFT,72.96,17-11-2023 14:45
TCS,50.72,17-11-2023 14:45
AAPL,67.9,17-11-2023 14:45
GOOGL,221.1,17-11-2023 14:45
MSFT,72.16,17-11-2023 14:45
TCS,51.69,17-11-2023 14:45
AAPL,68.69,17-11-2023 14:45
GOOGL,224.71,17-11-2023 14:45
MSFT,70.14,17-11-2023 14:45
TCS,50.27,17-11-2023 14:45
AAPL,69.18,17-11-2023 14:45
GOOGL,220.42,17-11-2023 14:45
MSFT,70.48,17-11-2023 14:45
TCS,50.27,17-11-2023 14:45
AAPL,69.08,17-11-2023 14:46
GOOGL,217.99,17-11-2023 14:46
MSFT,72.5,17-11-2023 14:46
TCS,50.27,17-11-2023 14:46
AAPL,69.87,17-11-2023 14:46
GOOGL,214.95,17-11-2023 14:46
MSFT,73.73,17-11-2023 14:46
TCS,50.27,17-11-2023 14:46
AAPL,70.62,17-11-2023 14:46
GOOGL,217.88,17-11-2023 14:46
MSFT,75.7,17-11-2023 14:46
TCS,50.02,17-11-2023 14:46
AAPL,69.28,17-11-2023 14:46
GOOGL,215.06,17-11-2023 14:46
MSFT,73.99,17-11-2023 14:46
TCS,50.02,17-11-2023 14:46
AAPL,69.52,17-11-2023 14:46
GOOGL,211.53,17-11-2023 14:46
MSFT,75.5,17-11-2023 14:46
TCS,50.44,17-11-2023 14:46
AAPL,70.88,17-11-2023 14:46
GOOGL,209.16,17-11-2023 14:46
MSFT,77.03,17-11-2023 14:46
TCS,51.95,17-11-2023 14:46
AAPL,71.38,17-11-2023 14:46
GOOGL,211.24,17-11-2023 14:46
MSFT,77.59,17-11-2023 14:46
TCS,53.05,17-11-2023 14:46
AAPL,72.03,17-11-2023 14:46
GOOGL,214.78,17-11-2023 14:46
MSFT,76.1,17-11-2023 14:46
TCS,54.45,17-11-2023 14:46
AAPL,70.89,17-11-2023 14:46
GOOGL,217.21,17-11-2023 14:46
MSFT,75.79,17-11-2023 14:46
TCS,55.26,17-11-2023 14:46
AAPL,71.11,17-11-2023 14:46
GOOGL,215.67,17-11-2023 14:46
MSFT,78.05,17-11-2023 14:46
TCS,55.61,17-11-2023 14:46
AAPL,72.5,17-11-2023 14:46
GOOGL,218.1,17-11-2023 14:46
MSFT,75.88,17-11-2023 14:46
TCS,54.27,17-11-2023 14:46
AAPL,73.63,17-11-2023 14:46
GOOGL,215.95,17-11-2023 14:46
MSFT,75.28,17-11-2023 14:46
TCS,52.75,17-11-2023 14:46
AAPL,72.66,17-11-2023 14:46
GOOGL,215.62,17-11-2023 14:46
MSFT,73.8,17-11-2023 14:46
TCS,51.49,17-11-2023 14:46
AAPL,73.44,17-11-2023 14:46
GOOGL,213.47,17-11-2023 14:46
MSFT,72.13,17-11-2023 14:46
TCS,50.07,17-11-2023 14:46
AAPL,74.47,17-11-2023 14:46
GOOGL,214.22,17-11-2023 14:46
MSFT,71.64,17-11-2023 14:46
TCS,50.07,17-11-2023 14:46
AAPL,73.81,17-11-2023 14:46
GOOGL,211.91,17-11-2023 14:46
MSFT,73.18,17-11-2023 14:46
TCS,50.81,17-11-2023 14:46
AAPL,74.27,17-11-2023 14:46
GOOGL,213.84,17-11-2023 14:46
MSFT,71.32,17-11-2023 14:46
TCS,51.97,17-11-2023 14:46
AAPL,73.53,17-11-2023 14:46
GOOGL,213.52,17-11-2023 14:46
MSFT,73.4,17-11-2023 14:46
TCS,51.55,17-11-2023 14:46
AAPL,72.81,17-11-2023 14:46
GOOGL,210.1,17-11-2023 14:46
MSFT,75.33,17-11-2023 14:46
TCS,52.07,17-11-2023 14:46
AAPL,73.37,17-11-2023 14:46
GOOGL,213.87,17-11-2023 14:46
MSFT,73.81,17-11-2023 14:46
TCS,51.32,17-11-2023 14:46
AAPL,72.37,17-11-2023 14:46
GOOGL,213.28,17-11-2023 14:46
MSFT,75.91,17-11-2023 14:46
TCS,50.25,17-11-2023 14:46
AAPL,73.33,17-11-2023 14:46
GOOGL,214.75,17-11-2023 14:46
MSFT,73.89,17-11-2023 14:46
TCS,50.25,17-11-2023 14:46
AAPL,74.07,17-11-2023 14:46
GOOGL,212.75,17-11-2023 14:46
MSFT,75.65,17-11-2023 14:46
TCS,50.72,17-11-2023 14:46
AAPL,72.63,17-11-2023 14:46
GOOGL,211.13,17-11-2023 14:46
MSFT,74.58,17-11-2023 14:46
TCS,51.35,17-11-2023 14:46
AAPL,71.43,17-11-2023 14:46
GOOGL,214.3,17-11-2023 14:46
MSFT,75.45,17-11-2023 14:46
TCS,52.01,17-11-2023 14:46
AAPL,71.92,17-11-2023 14:46
GOOGL,217.15,17-11-2023 14:46
MSFT,77.13,17-11-2023 14:46
TCS,52.83,17-11-2023 14:46
AAPL,72.45,17-11-2023 14:46
GOOGL,214.43,17-11-2023 14:46
MSFT,75.79,17-11-2023 14:46
TCS,53.19,17-11-2023 14:46
AAPL,71.46,17-11-2023 14:46
GOOGL,217.39,17-11-2023 14:46
MSFT,76.54,17-11-2023 14:46
TCS,51.88,17-11-2023 14:46
AAPL,70.94,17-11-2023 14:46
GOOGL,214.82,17-11-2023 14:46
MSFT,77.83,17-11-2023 14:46
TCS,52.73,17-11-2023 14:46
AAPL,70.55,17-11-2023 14:46
GOOGL,218.98,17-11-2023 14:46
MSFT,79.06,17-11-2023 14:46
TCS,51.21,17-11-2023 14:46
AAPL,69.58,17-11-2023 14:46
GOOGL,220.98,17-11-2023 14:46
MSFT,77.52,17-11-2023 14:46
TCS,51.7,17-11-2023 14:46
AAPL,69.68,17-11-2023 14:46
GOOGL,223.8,17-11-2023 14:46
MSFT,79.76,17-11-2023 14:46
TCS,52.1,17-11-2023 14:46
AAPL,69.96,17-11-2023 14:46
GOOGL,224.12,17-11-2023 14:46
MSFT,81.8,17-11-2023 14:46
TCS,53.38,17-11-2023 14:46
AAPL,70.43,17-11-2023 14:46
GOOGL,224.82,17-11-2023 14:46
MSFT,81.34,17-11-2023 14:46
TCS,51.88,17-11-2023 14:46
AAPL,70.12,17-11-2023 14:46
GOOGL,221.12,17-11-2023 14:46
MSFT,83.14,17-11-2023 14:46
TCS,52.55,17-11-2023 14:46
AAPL,70.48,17-11-2023 14:46
GOOGL,216.76,17-11-2023 14:46
MSFT,83.57,17-11-2023 14:46
TCS,53.55,17-11-2023 14:46
AAPL,70.4,17-11-2023 14:46
GOOGL,218.92,17-11-2023 14:46
MSFT,84.61,17-11-2023 14:46
TCS,52.44,17-11-2023 14:46
AAPL,71.06,17-11-2023 14:46
GOOGL,222.29,17-11-2023 14:46
MSFT,82.21,17-11-2023 14:46
TCS,53.01,17-11-2023 14:46
AAPL,70.88,17-11-2023 14:46
GOOGL,221.38,17-11-2023 14:46
MSFT,80.71,17-11-2023 14:46
TCS,51.9,17-11-2023 14:46
AAPL,71.13,17-11-2023 14:46
GOOGL,221.91,17-11-2023 14:46
MSFT,83,17-11-2023 14:46
TCS,53.14,17-11-2023 14:46
AAPL,71.63,17-11-2023 14:46
GOOGL,224.57,17-11-2023 14:46
MSFT,80.65,17-11-2023 14:46
TCS,52.61,17-11-2023 14:46
AAPL,71.93,17-11-2023 14:46
GOOGL,226.23,17-11-2023 14:46
MSFT,82.9,17-11-2023 14:46
TCS,52.92,17-11-2023 14:46
AAPL,70.65,17-11-2023 14:46
GOOGL,228.85,17-11-2023 14:46
MSFT,83.59,17-11-2023 14:46
TCS,52.35,17-11-2023 14:46
AAPL,71.28,17-11-2023 14:46
GOOGL,224.96,17-11-2023 14:46
MSFT,83.31,17-11-2023 14:46
TCS,51.4,17-11-2023 14:46
AAPL,71.68,17-11-2023 14:46
GOOGL,221.82,17-11-2023 14:46
MSFT,81.67,17-11-2023 14:46
TCS,50.86,17-11-2023 14:46
AAPL,71.56,17-11-2023 14:46
GOOGL,225.1,17-11-2023 14:46
MSFT,83.55,17-11-2023 14:46
TCS,50.86,17-11-2023 14:46
AAPL,72.61,17-11-2023 14:46
GOOGL,221.73,17-11-2023 14:46
MSFT,82.31,17-11-2023 14:46
TCS,52.14,17-11-2023 14:46
AAPL,71.6,17-11-2023 14:46
GOOGL,219.28,17-11-2023 14:46
MSFT,82.03,17-11-2023 14:46
TCS,53.6,17-11-2023 14:46
AAPL,72.24,17-11-2023 14:46
GOOGL,218.83,17-11-2023 14:46
MSFT,83.03,17-11-2023 14:46
TCS,55.21,17-11-2023 14:46
AAPL,72.96,17-11-2023 14:46
GOOGL,219.37,17-11-2023 14:46
MSFT,81.29,17-11-2023 14:46
TCS,55.6,17-11-2023 14:46
AAPL,74.37,17-11-2023 14:46
GOOGL,218.94,17-11-2023 14:46
MSFT,79.69,17-11-2023 14:46
TCS,54.96,17-11-2023 14:46
AAPL,74.6,17-11-2023 14:46
GOOGL,221.23,17-11-2023 14:46
MSFT,81,17-11-2023 14:46
TCS,56.43,17-11-2023 14:46
AAPL,75.48,17-11-2023 14:46
GOOGL,220.41,17-11-2023 14:46
MSFT,80.27,17-11-2023 14:46
TCS,56.73,17-11-2023 14:46
AAPL,76.5,17-11-2023 14:46
GOOGL,222.34,17-11-2023 14:46
MSFT,79.82,17-11-2023 14:46
TCS,58.4,17-11-2023 14:46
AAPL,75.95,17-11-2023 14:46
GOOGL,221.49,17-11-2023 14:46
MSFT,78.54,17-11-2023 14:46
TCS,57.16,17-11-2023 14:46
AAPL,76.41,17-11-2023 14:46
GOOGL,223.06,17-11-2023 14:46
MSFT,76.55,17-11-2023 14:46
TCS,55.59,17-11-2023 14:46
AAPL,77.94,17-11-2023 14:46
GOOGL,224.45,17-11-2023 14:46
MSFT,75.29,17-11-2023 14:46
TCS,56.27,17-11-2023 14:46
AAPL,76.92,17-11-2023 14:46
GOOGL,226.72,17-11-2023 14:46
MSFT,73.81,17-11-2023 14:46
TCS,56.86,17-11-2023 14:46
AAPL,76.51,17-11-2023 14:46
GOOGL,228.71,17-11-2023 14:46
MSFT,75.7,17-11-2023 14:46
TCS,56.22,17-11-2023 14:46
AAPL,77.03,17-11-2023 14:46
GOOGL,225.1,17-11-2023 14:46
MSFT,75.02,17-11-2023 14:46
TCS,56.82,17-11-2023 14:46
AAPL,78.19,17-11-2023 14:47
GOOGL,220.62,17-11-2023 14:47
MSFT,73.5,17-11-2023 14:47
TCS,56.18,17-11-2023 14:47
AAPL,79.32,17-11-2023 14:47
GOOGL,217.88,17-11-2023 14:47
MSFT,74.26,17-11-2023 14:47
TCS,55.18,17-11-2023 14:47
AAPL,79.93,17-11-2023 14:47
GOOGL,218.35,17-11-2023 14:47
MSFT,75.99,17-11-2023 14:47
TCS,54.07,17-11-2023 14:47
AAPL,78.85,17-11-2023 14:47
GOOGL,216.73,17-11-2023 14:47
MSFT,74.07,17-11-2023 14:47
TCS,54.31,17-11-2023 14:47
AAPL,80.05,17-11-2023 14:47
GOOGL,220.3,17-11-2023 14:47
MSFT,71.99,17-11-2023 14:47
TCS,53.94,17-11-2023 14:47
AAPL,80.79,17-11-2023 14:47
GOOGL,217.5,17-11-2023 14:47
MSFT,74,17-11-2023 14:47
TCS,54.6,17-11-2023 14:47
AAPL,79.52,17-11-2023 14:47
GOOGL,219.35,17-11-2023 14:47
MSFT,72.45,17-11-2023 14:47
TCS,56.09,17-11-2023 14:47
AAPL,78.74,17-11-2023 14:47
GOOGL,217.22,17-11-2023 14:47
MSFT,73.98,17-11-2023 14:47
TCS,55.58,17-11-2023 14:47
AAPL,79.87,17-11-2023 14:47
GOOGL,213.22,17-11-2023 14:47
MSFT,71.96,17-11-2023 14:47
TCS,53.95,17-11-2023 14:47
AAPL,81.39,17-11-2023 14:47
GOOGL,212.88,17-11-2023 14:47
MSFT,72.21,17-11-2023 14:47
TCS,55.47,17-11-2023 14:47
AAPL,80.32,17-11-2023 14:47
GOOGL,209.65,17-11-2023 14:47
MSFT,70.88,17-11-2023 14:47
TCS,56.69,17-11-2023 14:47
AAPL,80.23,17-11-2023 14:47
GOOGL,210.35,17-11-2023 14:47
MSFT,70.47,17-11-2023 14:47
TCS,57.67,17-11-2023 14:47
AAPL,81.53,17-11-2023 14:47
GOOGL,213.84,17-11-2023 14:47
MSFT,68.83,17-11-2023 14:47
TCS,57.37,17-11-2023 14:47
AAPL,81.36,17-11-2023 14:47
GOOGL,215.58,17-11-2023 14:47
MSFT,69.13,17-11-2023 14:47
TCS,56.25,17-11-2023 14:47
AAPL,81.67,17-11-2023 14:47
GOOGL,214.59,17-11-2023 14:47
MSFT,69.59,17-11-2023 14:47
TCS,55.61,17-11-2023 14:47
AAPL,82.86,17-11-2023 14:47
GOOGL,217.51,17-11-2023 14:47
MSFT,71.54,17-11-2023 14:47
TCS,54.47,17-11-2023 14:47
AAPL,83.15,17-11-2023 14:47
GOOGL,215.04,17-11-2023 14:47
MSFT,73.12,17-11-2023 14:47
TCS,53.89,17-11-2023 14:47
AAPL,82.17,17-11-2023 14:47
GOOGL,215.27,17-11-2023 14:47
MSFT,74.66,17-11-2023 14:47
TCS,52.32,17-11-2023 14:47
AAPL,82.93,17-11-2023 14:47
GOOGL,218.91,17-11-2023 14:47
MSFT,74.2,17-11-2023 14:47
TCS,51.08,17-11-2023 14:47
AAPL,84.13,17-11-2023 14:47
GOOGL,220.53,17-11-2023 14:47
MSFT,73.07,17-11-2023 14:47
TCS,52.58,17-11-2023 14:47
AAPL,84.36,17-11-2023 14:47
GOOGL,218.1,17-11-2023 14:47
MSFT,72.28,17-11-2023 14:47
TCS,51.1,17-11-2023 14:47
AAPL,83.77,17-11-2023 14:47
GOOGL,221.79,17-11-2023 14:47
MSFT,70.37,17-11-2023 14:47
TCS,51.1,17-11-2023 14:47
AAPL,82.29,17-11-2023 14:47
GOOGL,222.74,17-11-2023 14:47
MSFT,69.58,17-11-2023 14:47
TCS,50.46,17-11-2023 14:47
AAPL,81.36,17-11-2023 14:47
GOOGL,226.78,17-11-2023 14:47
MSFT,67.9,17-11-2023 14:47
TCS,51.6,17-11-2023 14:47
AAPL,81.26,17-11-2023 14:47
GOOGL,228.18,17-11-2023 14:47
MSFT,69.77,17-11-2023 14:47
TCS,52.77,17-11-2023 14:47
AAPL,80.11,17-11-2023 14:47
GOOGL,226.5,17-11-2023 14:47
MSFT,68.84,17-11-2023 14:47
TCS,53.13,17-11-2023 14:47
AAPL,81.24,17-11-2023 14:47
GOOGL,222.13,17-11-2023 14:47
MSFT,70.79,17-11-2023 14:47
TCS,52.11,17-11-2023 14:47
AAPL,82.7,17-11-2023 14:47
GOOGL,223.33,17-11-2023 14:47
MSFT,68.82,17-11-2023 14:47
TCS,53.27,17-11-2023 14:47
AAPL,82.26,17-11-2023 14:47
GOOGL,220.97,17-11-2023 14:47
MSFT,68.02,17-11-2023 14:47
TCS,54.02,17-11-2023 14:47
AAPL,83.64,17-11-2023 14:47
GOOGL,216.56,17-11-2023 14:47
MSFT,67.49,17-11-2023 14:47
TCS,53.76,17-11-2023 14:47
AAPL,85.1,17-11-2023 14:47
GOOGL,215.33,17-11-2023 14:47
MSFT,68.75,17-11-2023 14:47
TCS,54.83,17-11-2023 14:47
AAPL,85.93,17-11-2023 14:47
GOOGL,211.55,17-11-2023 14:47
MSFT,70.13,17-11-2023 14:47
TCS,53.55,17-11-2023 14:47
AAPL,87.63,17-11-2023 14:47
GOOGL,209.45,17-11-2023 14:47
MSFT,69.22,17-11-2023 14:47
TCS,54.52,17-11-2023 14:47
AAPL,88.08,17-11-2023 14:47
GOOGL,206.04,17-11-2023 14:47
MSFT,67.83,17-11-2023 14:47
TCS,54.82,17-11-2023 14:47
AAPL,89.49,17-11-2023 14:47
GOOGL,205.15,17-11-2023 14:47
MSFT,68.7,17-11-2023 14:47
TCS,54.47,17-11-2023 14:47
AAPL,90.53,17-11-2023 14:47
GOOGL,205.77,17-11-2023 14:47
MSFT,70.31,17-11-2023 14:47
TCS,53.22,17-11-2023 14:47
AAPL,89.4,17-11-2023 14:47
GOOGL,202.2,17-11-2023 14:47
MSFT,71.09,17-11-2023 14:47
TCS,52.61,17-11-2023 14:47
AAPL,90.48,17-11-2023 14:47
GOOGL,204.12,17-11-2023 14:47
MSFT,70.11,17-11-2023 14:47
TCS,51.78,17-11-2023 14:47
AAPL,91.43,17-11-2023 14:47
GOOGL,203.73,17-11-2023 14:47
MSFT,71.61,17-11-2023 14:47
TCS,50.74,17-11-2023 14:47
AAPL,90.28,17-11-2023 14:47
GOOGL,202.09,17-11-2023 14:47
MSFT,69.95,17-11-2023 14:47
TCS,50.74,17-11-2023 14:47
AAPL,88.81,17-11-2023 14:47
GOOGL,203.83,17-11-2023 14:47
MSFT,68.22,17-11-2023 14:47
TCS,52.07,17-11-2023 14:47
AAPL,89.8,17-11-2023 14:47
GOOGL,200.39,17-11-2023 14:47
MSFT,66.77,17-11-2023 14:47
TCS,50.63,17-11-2023 14:47
AAPL,90.24,17-11-2023 14:47
GOOGL,202.35,17-11-2023 14:47
MSFT,68.17,17-11-2023 14:47
TCS,51.43,17-11-2023 14:47
AAPL,91.12,17-11-2023 14:47
GOOGL,203.76,17-11-2023 14:47
MSFT,66.55,17-11-2023 14:47
TCS,52.59,17-11-2023 14:47
AAPL,92.62,17-11-2023 14:47
GOOGL,202.46,17-11-2023 14:47
MSFT,67.97,17-11-2023 14:47
TCS,53.62,17-11-2023 14:47
AAPL,93.8,17-11-2023 14:47
GOOGL,205.59,17-11-2023 14:47
MSFT,66.82,17-11-2023 14:47
TCS,55.16,17-11-2023 14:47
AAPL,93.25,17-11-2023 14:47
GOOGL,205.96,17-11-2023 14:47
MSFT,66.2,17-11-2023 14:47
TCS,53.69,17-11-2023 14:47
AAPL,92.75,17-11-2023 14:47
GOOGL,206.28,17-11-2023 14:47
MSFT,66.9,17-11-2023 14:47
TCS,54.72,17-11-2023 14:47
AAPL,93.61,17-11-2023 14:47
GOOGL,205.19,17-11-2023 14:47
MSFT,65.13,17-11-2023 14:47
TCS,55.07,17-11-2023 14:47
AAPL,92.11,17-11-2023 14:47
GOOGL,204.24,17-11-2023 14:47
MSFT,65.88,17-11-2023 14:47
TCS,54.27,17-11-2023 14:47
AAPL,91.53,17-11-2023 14:47
GOOGL,206.89,17-11-2023 14:47
MSFT,66.94,17-11-2023 14:47
TCS,55.33,17-11-2023 14:47
AAPL,92.82,17-11-2023 14:47
GOOGL,202.87,17-11-2023 14:47
MSFT,66.6,17-11-2023 14:47
TCS,56.79,17-11-2023 14:47
AAPL,92.14,17-11-2023 14:47
GOOGL,205.11,17-11-2023 14:47
MSFT,68.36,17-11-2023 14:47
TCS,57.59,17-11-2023 14:47
AAPL,90.6,17-11-2023 14:47
GOOGL,201.13,17-11-2023 14:47
MSFT,68.61,17-11-2023 14:47
TCS,56.14,17-11-2023 14:47
AAPL,89.05,17-11-2023 14:47
GOOGL,201.47,17-11-2023 14:47
MSFT,67.89,17-11-2023 14:47
TCS,55.67,17-11-2023 14:47
AAPL,89.95,17-11-2023 14:47
